X,ID,RP,SP,RP_journey,SP_task,av_car,av_rail,time_car,cost_car,time_rail,cost_rail,access_rail,service_rail,female,business,income,choice
2141,134,0,1,NA,11,1,1,390,30,120,65,25,3,0,0,33881,1
2142,134,0,1,NA,12,1,1,250,50,140,65,20,1,0,0,33881,1
2143,134,0,1,NA,13,1,1,390,30,140,75,10,3,0,0,33881,1
2144,134,0,1,NA,14,1,1,345,40,140,35,5,3,0,0,33881,4
2161,136,1,0,1,NA,1,1,300,35,155,45,15,0,0,0,62710,1
2162,136,1,0,2,NA,1,1,345,35,120,75,10,0,0,0,62710,4
2163,136,0,1,NA,1,1,1,250,30,140,65,15,1,0,0,62710,1
2164,136,0,1,NA,2,1,1,300,35,155,35,15,2,0,0,62710,4
2165,136,0,1,NA,3,1,1,250,50,140,75,10,3,0,0,62710,1
2166,136,0,1,NA,4,1,1,275,35,140,65,20,3,0,0,62710,1
2167,136,0,1,NA,5,1,1,390,30,130,65,25,1,0,0,62710,1
2168,136,0,1,NA,6,1,1,390,35,130,35,10,1,0,0,62710,4
2169,136,0,1,NA,7,1,1,300,45,120,65,5,1,0,0,62710,1
2170,136,0,1,NA,8,1,1,300,40,155,35,5,2,0,0,62710,4
2171,136,0,1,NA,9,1,1,390,30,120,55,15,1,0,0,62710,4
2172,136,0,1,NA,10,1,1,275,40,170,55,25,2,0,0,62710,1
2173,136,0,1,NA,11,1,1,345,35,170,45,5,2,0,0,62710,4
2174,136,0,1,NA,12,1,1,275,50,155,55,15,2,0,0,62710,4
2175,136,0,1,NA,13,1,1,250,50,120,65,10,1,0,0,62710,4
2176,136,0,1,NA,14,1,1,345,40,155,45,5,2,0,0,62710,4
2177,137,1,0,1,NA,1,1,250,50,120,65,20,0,0,0,62075,4
2178,137,1,0,2,NA,1,1,250,40,140,75,20,0,0,0,62075,1
2179,137,0,1,NA,1,1,1,275,50,120,45,5,1,0,0,62075,4
2180,137,0,1,NA,2,1,1,275,45,170,55,25,3,0,0,62075,4
2181,137,0,1,NA,3,1,1,275,45,155,35,5,1,0,0,62075,4
2183,137,0,1,NA,5,1,1,390,35,155,65,15,3,0,0,62075,1
2184,137,0,1,NA,6,1,1,275,40,155,55,5,3,0,0,62075,1
2185,137,0,1,NA,7,1,1,250,45,170,35,15,3,0,0,62075,1
2186,137,0,1,NA,8,1,1,275,40,170,35,15,3,0,0,62075,4
2187,137,0,1,NA,9,1,1,275,30,155,65,25,2,0,0,62075,1
2188,137,0,1,NA,10,1,1,390,30,120,65,15,1,0,0,62075,4
2189,137,0,1,NA,11,1,1,275,50,120,55,5,3,0,0,62075,4
2190,137,0,1,NA,12,1,1,390,35,130,55,15,1,0,0,62075,4
2191,137,0,1,NA,13,1,1,300,45,170,45,5,1,0,0,62075,4
2192,137,0,1,NA,14,1,1,345,30,140,65,15,1,0,0,62075,4
2193,138,1,0,1,NA,1,1,275,50,120,65,10,0,1,1,51150,4
2194,138,1,0,2,NA,1,1,300,40,170,65,25,0,1,1,51150,4
2195,138,0,1,NA,1,1,1,250,50,130,55,10,1,1,1,51150,4
2196,138,0,1,NA,2,1,1,300,30,140,75,25,2,1,1,51150,4
2197,138,0,1,NA,3,1,1,390,30,130,65,25,3,1,1,51150,4
2198,138,0,1,NA,4,1,1,300,40,130,75,10,3,1,1,51150,4
2199,138,0,1,NA,5,1,1,300,45,120,35,10,2,1,1,51150,4
2200,138,0,1,NA,6,1,1,275,30,170,35,25,2,1,1,51150,1
2201,138,0,1,NA,7,1,1,300,40,155,65,20,1,1,1,51150,1
2202,138,0,1,NA,8,1,1,345,35,170,35,15,1,1,1,51150,4
2203,138,0,1,NA,9,1,1,250,40,170,45,10,2,1,1,51150,4
2204,138,0,1,NA,10,1,1,250,40,155,75,25,2,1,1,51150,1
2205,138,0,1,NA,11,1,1,345,35,155,35,10,1,1,1,51150,4
2206,138,0,1,NA,12,1,1,390,35,170,35,25,3,1,1,51150,1
2207,138,0,1,NA,13,1,1,250,45,140,65,25,2,1,1,51150,4
2208,138,0,1,NA,14,1,1,250,40,170,35,25,2,1,1,51150,4
2225,140,1,0,1,NA,1,1,300,45,120,55,5,0,0,0,25239,4
2226,140,1,0,2,NA,1,1,275,50,120,45,20,0,0,0,25239,1
2228,140,0,1,NA,2,1,1,300,30,170,55,25,2,0,0,25239,1
2229,140,0,1,NA,3,1,1,345,45,130,35,5,3,0,0,25239,1
2230,140,0,1,NA,4,1,1,390,35,155,55,15,1,0,0,25239,1
2231,140,0,1,NA,5,1,1,345,30,170,45,10,2,0,0,25239,1
2232,140,0,1,NA,6,1,1,345,30,120,75,10,2,0,0,25239,1
2233,140,0,1,NA,7,1,1,250,50,120,45,20,2,0,0,25239,4
2234,140,0,1,NA,8,1,1,275,35,170,35,20,3,0,0,25239,1
2235,140,0,1,NA,9,1,1,275,50,120,45,15,3,0,0,25239,4
2236,140,0,1,NA,10,1,1,300,45,170,35,5,3,0,0,25239,4
2237,140,0,1,NA,11,1,1,275,50,130,65,15,3,0,0,25239,1
2238,140,0,1,NA,12,1,1,345,30,140,75,5,2,0,0,25239,1
2240,140,0,1,NA,14,1,1,390,35,140,55,5,1,0,0,25239,4
2242,141,1,0,2,NA,1,1,390,35,140,55,10,0,1,0,54952,1
2244,141,0,1,NA,2,1,1,390,30,140,55,5,1,1,0,54952,4
2245,141,0,1,NA,3,1,1,250,50,120,75,5,3,1,0,54952,4
2246,141,0,1,NA,4,1,1,250,40,170,35,25,2,1,0,54952,4
2248,141,0,1,NA,6,1,1,275,45,170,35,10,2,1,0,54952,4
2249,141,0,1,NA,7,1,1,275,50,120,75,15,3,1,0,54952,1
2250,141,0,1,NA,8,1,1,250,45,170,45,20,2,1,0,54952,4
2251,141,0,1,NA,9,1,1,345,35,140,45,25,3,1,0,54952,4
2252,141,0,1,NA,10,1,1,345,45,120,35,5,1,1,0,54952,4
2253,141,0,1,NA,11,1,1,250,50,130,75,15,3,1,0,54952,1
2254,141,0,1,NA,12,1,1,390,30,170,35,25,3,1,0,54952,4
2255,141,0,1,NA,13,1,1,275,45,140,65,15,2,1,0,54952,1
2256,141,0,1,NA,14,1,1,300,45,140,55,10,3,1,0,54952,1
2257,142,1,0,1,NA,1,1,390,35,140,45,20,0,1,0,50504,1
2259,142,0,1,NA,1,1,1,300,40,170,35,25,2,1,0,50504,4
2260,142,0,1,NA,2,1,1,345,40,130,55,20,3,1,0,50504,4
2262,142,0,1,NA,4,1,1,275,40,140,55,20,1,1,0,50504,1
2263,142,0,1,NA,5,1,1,275,45,130,35,15,3,1,0,50504,4
2264,142,0,1,NA,6,1,1,250,50,140,55,25,1,1,0,50504,4
2266,142,0,1,NA,8,1,1,250,35,155,55,20,2,1,0,50504,1
2268,142,0,1,NA,10,1,1,390,35,140,75,20,1,1,0,50504,1
2269,142,0,1,NA,11,1,1,275,50,155,35,20,1,1,0,50504,4
2271,142,0,1,NA,13,1,1,345,45,130,45,10,1,1,0,50504,4
2289,144,1,0,1,NA,1,1,345,40,130,45,10,0,0,0,26245,1
2290,144,1,0,2,NA,1,1,345,45,120,45,10,0,0,0,26245,4
2291,144,0,1,NA,1,1,1,390,35,155,55,15,3,0,0,26245,1
2292,144,0,1,NA,2,1,1,390,30,130,55,5,1,0,0,26245,4
2293,144,0,1,NA,3,1,1,345,40,140,45,10,2,0,0,26245,4
2294,144,0,1,NA,4,1,1,300,50,130,75,10,3,0,0,26245,1
2295,144,0,1,NA,5,1,1,390,30,140,65,25,1,0,0,26245,1
2296,144,0,1,NA,6,1,1,345,40,120,45,10,1,0,0,26245,4
2297,144,0,1,NA,7,1,1,300,40,170,45,15,2,0,0,26245,4
2298,144,0,1,NA,8,1,1,300,50,140,65,5,1,0,0,26245,1
2299,144,0,1,NA,9,1,1,275,50,155,45,10,1,0,0,26245,4
2300,144,0,1,NA,10,1,1,250,35,170,45,25,2,0,0,26245,1
2302,144,0,1,NA,12,1,1,250,50,140,65,20,1,0,0,26245,1
2303,144,0,1,NA,13,1,1,390,30,140,75,10,3,0,0,26245,1
2304,144,0,1,NA,14,1,1,345,40,140,35,5,3,0,0,26245,4
2321,146,1,0,1,NA,1,1,250,50,140,75,10,0,1,0,38009,1
2324,146,0,1,NA,2,1,1,300,35,155,35,15,2,1,0,38009,1
2325,146,0,1,NA,3,1,1,300,35,155,45,15,3,1,0,38009,1
2326,146,0,1,NA,4,1,1,275,35,140,65,20,3,1,0,38009,4
2327,146,0,1,NA,5,1,1,390,30,130,65,25,1,1,0,38009,4
2328,146,0,1,NA,6,1,1,390,35,130,35,10,1,1,0,38009,4
2330,146,0,1,NA,8,1,1,300,40,155,35,5,2,1,0,38009,1
2331,146,0,1,NA,9,1,1,390,30,120,55,15,1,1,0,38009,1
2332,146,0,1,NA,10,1,1,275,40,170,55,25,2,1,0,38009,1
2333,146,0,1,NA,11,1,1,345,35,170,45,5,2,1,0,38009,4
2336,146,0,1,NA,14,1,1,345,40,155,45,5,2,1,0,38009,4
2369,149,1,0,1,NA,1,1,250,45,120,75,5,0,1,1,53495,1
2370,149,1,0,2,NA,1,1,345,50,155,45,5,0,1,1,53495,1
2371,149,0,1,NA,1,1,1,390,30,130,75,15,3,1,1,53495,4
2372,149,0,1,NA,2,1,1,345,45,120,45,5,1,1,1,53495,4
2373,149,0,1,NA,3,1,1,300,45,130,75,15,3,1,1,53495,4
2374,149,0,1,NA,4,1,1,390,30,130,65,20,1,1,1,53495,1
2375,149,0,1,NA,5,1,1,250,45,155,45,20,1,1,1,53495,4
2376,149,0,1,NA,6,1,1,390,40,155,65,25,1,1,1,53495,4
2377,149,0,1,NA,7,1,1,250,45,155,65,15,3,1,1,53495,4
2378,149,0,1,NA,8,1,1,275,40,130,65,20,1,1,1,53495,1
2379,149,0,1,NA,9,1,1,275,50,155,35,10,3,1,1,53495,4
2380,149,0,1,NA,10,1,1,390,35,120,75,15,2,1,1,53495,4
2381,149,0,1,NA,11,1,1,300,30,155,45,25,1,1,1,53495,1
2382,149,0,1,NA,12,1,1,300,35,155,45,20,1,1,1,53495,4
2383,149,0,1,NA,13,1,1,250,50,120,55,25,2,1,1,53495,4
2384,149,0,1,NA,14,1,1,390,35,120,55,10,1,1,1,53495,4
2385,150,1,0,1,NA,1,1,390,35,155,55,15,0,0,1,39034,4
2390,150,0,1,NA,4,1,1,300,45,120,55,5,3,0,1,39034,1
2391,150,0,1,NA,5,1,1,345,30,170,45,10,2,0,1,39034,1
2392,150,0,1,NA,6,1,1,345,30,120,75,10,2,0,1,39034,4
2393,150,0,1,NA,7,1,1,250,50,120,45,20,2,0,1,39034,4
2394,150,0,1,NA,8,1,1,275,35,170,35,20,3,0,1,39034,1
2395,150,0,1,NA,9,1,1,275,50,120,45,15,3,0,1,39034,4
2396,150,0,1,NA,10,1,1,275,50,120,45,20,2,0,1,39034,4
2398,150,0,1,NA,12,1,1,345,30,140,75,5,2,0,1,39034,4
2400,150,0,1,NA,14,1,1,390,35,140,55,5,1,0,1,39034,4
2401,151,1,0,1,NA,1,1,275,45,170,35,10,0,1,0,18888,4
2402,151,1,0,2,NA,1,1,390,30,170,35,25,0,1,0,18888,1
2403,151,0,1,NA,1,1,1,390,40,170,35,5,2,1,0,18888,4
2404,151,0,1,NA,2,1,1,390,30,140,55,5,1,1,0,18888,1
2405,151,0,1,NA,3,1,1,250,50,120,75,5,3,1,0,18888,1
2406,151,0,1,NA,4,1,1,300,30,155,75,25,2,1,0,18888,1
2407,151,0,1,NA,5,1,1,250,40,170,35,25,2,1,0,18888,4
2410,151,0,1,NA,8,1,1,250,45,170,45,20,2,1,0,18888,1
2413,151,0,1,NA,11,1,1,345,45,120,35,5,1,1,0,18888,4
2415,151,0,1,NA,13,1,1,275,45,140,65,15,2,1,0,18888,1
2416,151,0,1,NA,14,1,1,300,45,140,55,10,3,1,0,18888,4
2434,153,1,0,2,NA,1,1,300,50,130,75,15,0,0,0,46029,1
2435,153,0,1,NA,1,1,1,250,45,140,65,20,3,0,0,46029,1
2437,153,0,1,NA,3,1,1,300,40,140,55,25,3,0,0,46029,1
2438,153,0,1,NA,4,1,1,250,45,120,75,10,2,0,0,46029,4
2440,153,0,1,NA,6,1,1,345,40,130,35,20,1,0,0,46029,1
2441,153,0,1,NA,7,1,1,345,35,130,75,15,2,0,0,46029,1
2442,153,0,1,NA,8,1,1,345,45,120,45,5,1,0,0,46029,4
2443,153,0,1,NA,9,1,1,345,30,170,35,15,1,0,0,46029,4
2445,153,0,1,NA,11,1,1,250,40,155,45,25,1,0,0,46029,4
2446,153,0,1,NA,12,1,1,300,45,155,65,20,3,0,0,46029,1
2447,153,0,1,NA,13,1,1,275,50,120,75,15,3,0,0,46029,1
2456,154,0,1,NA,6,1,1,345,40,120,45,10,1,1,1,38839,4
2457,154,0,1,NA,7,1,1,300,40,170,45,15,2,1,1,38839,4
2459,154,0,1,NA,9,1,1,345,45,120,45,10,3,1,1,38839,4
2460,154,0,1,NA,10,1,1,250,35,170,45,25,2,1,1,38839,4
2461,154,0,1,NA,11,1,1,390,30,120,65,25,3,1,1,38839,4
2463,154,0,1,NA,13,1,1,390,30,140,75,10,3,1,1,38839,1
2465,155,1,0,1,NA,1,1,275,40,170,35,25,0,1,0,52268,1
2467,155,0,1,NA,1,1,1,250,45,170,35,25,2,1,0,52268,4
2468,155,0,1,NA,2,1,1,275,50,140,35,15,3,1,0,52268,4
2469,155,0,1,NA,3,1,1,390,40,130,75,15,1,1,0,52268,4
2470,155,0,1,NA,4,1,1,390,40,120,75,20,3,1,0,52268,4
2471,155,0,1,NA,5,1,1,300,40,170,35,5,3,1,0,52268,4
2472,155,0,1,NA,6,1,1,345,30,155,55,20,3,1,0,52268,1
2477,155,0,1,NA,11,1,1,300,45,140,45,10,3,1,0,52268,4
2478,155,0,1,NA,12,1,1,345,30,140,65,20,3,1,0,52268,1
2479,155,0,1,NA,13,1,1,250,50,120,75,10,2,1,0,52268,1
2481,156,1,0,1,NA,1,1,300,45,120,65,5,0,1,0,33950,4
2482,156,1,0,2,NA,1,1,275,40,170,55,25,0,1,0,33950,1
2483,156,0,1,NA,1,1,1,250,30,140,65,15,1,1,0,33950,1
2484,156,0,1,NA,2,1,1,300,35,155,35,15,2,1,0,33950,4
2485,156,0,1,NA,3,1,1,300,35,155,45,15,3,1,0,33950,1
2486,156,0,1,NA,4,1,1,250,50,140,75,10,3,1,0,33950,1
2487,156,0,1,NA,5,1,1,275,35,140,65,20,3,1,0,33950,4
2488,156,0,1,NA,6,1,1,390,30,130,65,25,1,1,0,33950,1
2489,156,0,1,NA,7,1,1,390,35,130,35,10,1,1,0,33950,4
2490,156,0,1,NA,8,1,1,300,40,155,35,5,2,1,0,33950,4
2491,156,0,1,NA,9,1,1,390,30,120,55,15,1,1,0,33950,1
2492,156,0,1,NA,10,1,1,345,35,170,45,5,2,1,0,33950,1
2493,156,0,1,NA,11,1,1,275,50,155,55,15,2,1,0,33950,4
2494,156,0,1,NA,12,1,1,345,35,120,75,10,2,1,0,33950,4
2495,156,0,1,NA,13,1,1,250,50,120,65,10,1,1,0,33950,1
2496,156,0,1,NA,14,1,1,345,40,155,45,5,2,1,0,33950,4
2497,157,1,0,1,NA,1,1,275,45,155,35,5,0,1,0,62243,4
2498,157,1,0,2,NA,1,1,250,40,140,75,20,0,1,0,62243,1
2499,157,0,1,NA,1,1,1,275,50,120,45,5,1,1,0,62243,4
2502,157,0,1,NA,4,1,1,390,35,155,65,15,3,1,0,62243,4
2503,157,0,1,NA,5,1,1,275,40,155,55,5,3,1,0,62243,4
2504,157,0,1,NA,6,1,1,250,50,120,65,20,2,1,0,62243,1
2507,157,0,1,NA,9,1,1,275,30,155,65,25,2,1,0,62243,1
2509,157,0,1,NA,11,1,1,275,50,120,55,5,3,1,0,62243,4
2510,157,0,1,NA,12,1,1,390,35,130,55,15,1,1,0,62243,4
2511,157,0,1,NA,13,1,1,300,45,170,45,5,1,1,0,62243,4
2512,157,0,1,NA,14,1,1,345,30,140,65,15,1,1,0,62243,4
2545,160,1,0,1,NA,1,1,390,35,155,55,15,0,1,0,57043,4
2548,160,0,1,NA,2,1,1,300,30,170,55,25,2,1,0,57043,4
2549,160,0,1,NA,3,1,1,345,45,130,35,5,3,1,0,57043,4
2550,160,0,1,NA,4,1,1,300,45,120,55,5,3,1,0,57043,4
2551,160,0,1,NA,5,1,1,345,30,170,45,10,2,1,0,57043,4
2552,160,0,1,NA,6,1,1,345,30,120,75,10,2,1,0,57043,1
2553,160,0,1,NA,7,1,1,250,50,120,45,20,2,1,0,57043,4
2555,160,0,1,NA,9,1,1,275,50,120,45,15,3,1,0,57043,4
2556,160,0,1,NA,10,1,1,275,50,120,45,20,2,1,0,57043,4
2557,160,0,1,NA,11,1,1,275,50,130,65,15,3,1,0,57043,1
2558,160,0,1,NA,12,1,1,345,30,140,75,5,2,1,0,57043,4
2559,160,0,1,NA,13,1,1,250,50,130,65,10,2,1,0,57043,1
2561,161,1,0,1,NA,1,1,250,50,120,75,5,0,1,0,40812,1
2562,161,1,0,2,NA,1,1,345,45,120,35,5,0,1,0,40812,4
2563,161,0,1,NA,1,1,1,390,40,170,35,5,2,1,0,40812,1
2564,161,0,1,NA,2,1,1,390,30,140,55,5,1,1,0,40812,4
2565,161,0,1,NA,3,1,1,300,30,155,75,25,2,1,0,40812,1
2566,161,0,1,NA,4,1,1,250,40,170,35,25,2,1,0,40812,4
2567,161,0,1,NA,5,1,1,275,30,130,75,25,2,1,0,40812,1
2568,161,0,1,NA,6,1,1,275,45,170,35,10,2,1,0,40812,4
2569,161,0,1,NA,7,1,1,275,50,120,75,15,3,1,0,40812,1
2570,161,0,1,NA,8,1,1,250,45,170,45,20,2,1,0,40812,1
2571,161,0,1,NA,9,1,1,390,35,140,55,10,1,1,0,40812,1
2574,161,0,1,NA,12,1,1,390,30,170,35,25,3,1,0,40812,1
2575,161,0,1,NA,13,1,1,275,45,140,65,15,2,1,0,40812,1
2576,161,0,1,NA,14,1,1,300,45,140,55,10,3,1,0,40812,4
2577,162,1,0,1,NA,1,1,345,40,130,55,20,0,1,1,36925,1
2578,162,1,0,2,NA,1,1,300,35,140,45,20,0,1,1,36925,1
2579,162,0,1,NA,1,1,1,300,40,170,35,25,2,1,1,36925,4
2581,162,0,1,NA,3,1,1,345,35,130,65,5,2,1,1,36925,4
2582,162,0,1,NA,4,1,1,275,40,140,55,20,1,1,1,36925,1
2583,162,0,1,NA,5,1,1,275,45,130,35,15,3,1,1,36925,4
2584,162,0,1,NA,6,1,1,250,50,140,55,25,1,1,1,36925,4
2585,162,0,1,NA,7,1,1,390,30,130,75,10,2,1,1,36925,4
2586,162,0,1,NA,8,1,1,250,35,155,55,20,2,1,1,36925,1
2588,162,0,1,NA,10,1,1,390,35,140,75,20,1,1,1,36925,1
2589,162,0,1,NA,11,1,1,275,50,155,35,20,1,1,1,36925,4
2591,162,0,1,NA,13,1,1,345,45,130,45,10,1,1,1,36925,4
2593,163,1,0,1,NA,1,1,300,40,140,55,25,0,1,0,68831,4
2594,163,1,0,2,NA,1,1,300,45,155,65,20,0,1,0,68831,1
2595,163,0,1,NA,1,1,1,250,45,140,65,20,3,1,0,68831,1
2596,163,0,1,NA,2,1,1,345,35,140,55,5,3,1,0,68831,4
2597,163,0,1,NA,3,1,1,275,45,130,55,20,3,1,0,68831,1
2598,163,0,1,NA,4,1,1,250,45,120,75,10,2,1,0,68831,1
2599,163,0,1,NA,5,1,1,390,30,140,55,15,1,1,0,68831,4
2600,163,0,1,NA,6,1,1,345,40,130,35,20,1,1,0,68831,1
2601,163,0,1,NA,7,1,1,345,35,130,75,15,2,1,0,68831,4
2602,163,0,1,NA,8,1,1,345,45,120,45,5,1,1,0,68831,4
2603,163,0,1,NA,9,1,1,345,30,170,35,15,1,1,0,68831,1
2604,163,0,1,NA,10,1,1,250,45,155,55,20,1,1,0,68831,4
2605,163,0,1,NA,11,1,1,250,40,155,45,25,1,1,0,68831,4
2606,163,0,1,NA,12,1,1,275,50,120,75,15,3,1,0,68831,4
2607,163,0,1,NA,13,1,1,345,30,155,55,10,2,1,0,68831,1
2643,166,0,1,NA,1,1,1,250,30,140,65,15,1,0,0,63018,1
2644,166,0,1,NA,2,1,1,300,35,155,45,15,3,0,0,63018,4
2645,166,0,1,NA,3,1,1,250,50,140,75,10,3,0,0,63018,1
2646,166,0,1,NA,4,1,1,275,35,140,65,20,3,0,0,63018,1
2647,166,0,1,NA,5,1,1,390,30,130,65,25,1,0,0,63018,4
2648,166,0,1,NA,6,1,1,390,35,130,35,10,1,0,0,63018,4
2649,166,0,1,NA,7,1,1,300,45,120,65,5,1,0,0,63018,4
2650,166,0,1,NA,8,1,1,300,40,155,35,5,2,0,0,63018,4
2651,166,0,1,NA,9,1,1,390,30,120,55,15,1,0,0,63018,4
2652,166,0,1,NA,10,1,1,275,40,170,55,25,2,0,0,63018,1
2653,166,0,1,NA,11,1,1,345,35,170,45,5,2,0,0,63018,4
2654,166,0,1,NA,12,1,1,345,35,120,75,10,2,0,0,63018,1
2655,166,0,1,NA,13,1,1,250,50,120,65,10,1,0,0,63018,1
2656,166,0,1,NA,14,1,1,345,40,155,45,5,2,0,0,63018,4
2657,167,1,0,1,NA,1,1,275,40,155,55,5,0,0,0,51833,1
2659,167,0,1,NA,1,1,1,275,50,120,45,5,1,0,0,51833,4
2660,167,0,1,NA,2,1,1,275,45,170,55,25,3,0,0,51833,4
2661,167,0,1,NA,3,1,1,275,45,155,35,5,1,0,0,51833,4
2662,167,0,1,NA,4,1,1,300,45,155,65,20,1,0,0,51833,1
2664,167,0,1,NA,6,1,1,250,50,120,65,20,2,0,0,51833,4
2666,167,0,1,NA,8,1,1,275,40,170,35,15,3,0,0,51833,1
2667,167,0,1,NA,9,1,1,275,30,155,65,25,2,0,0,51833,1
2668,167,0,1,NA,10,1,1,390,30,120,65,15,1,0,0,51833,1
2669,167,0,1,NA,11,1,1,390,35,130,55,15,1,0,0,51833,4
2670,167,0,1,NA,12,1,1,300,45,170,45,5,1,0,0,51833,4
2671,167,0,1,NA,13,1,1,345,30,140,65,15,1,0,0,51833,1
2672,167,0,1,NA,14,1,1,250,40,140,75,20,2,0,0,51833,1
2690,169,1,0,2,NA,1,1,275,40,130,65,20,0,1,1,30380,4
2691,169,0,1,NA,1,1,1,390,30,130,75,15,3,1,1,30380,1
2692,169,0,1,NA,2,1,1,345,45,120,45,5,1,1,1,30380,4
2693,169,0,1,NA,3,1,1,250,45,120,75,5,2,1,1,30380,1
2694,169,0,1,NA,4,1,1,300,45,130,75,15,3,1,1,30380,1
2697,169,0,1,NA,7,1,1,250,45,155,65,15,3,1,1,30380,1
2698,169,0,1,NA,8,1,1,275,50,155,35,10,3,1,1,30380,4
2700,169,0,1,NA,10,1,1,390,35,120,75,15,2,1,1,30380,4
2701,169,0,1,NA,11,1,1,300,30,155,45,25,1,1,1,30380,1
2702,169,0,1,NA,12,1,1,300,35,155,45,20,1,1,1,30380,1
2703,169,0,1,NA,13,1,1,250,50,120,55,25,2,1,1,30380,4
2704,169,0,1,NA,14,1,1,390,35,120,55,10,1,1,1,30380,4
2722,171,1,0,2,NA,1,1,390,30,170,35,25,0,1,0,33295,1
2723,171,0,1,NA,1,1,1,390,40,170,35,5,2,1,0,33295,4
2724,171,0,1,NA,2,1,1,390,30,140,55,5,1,1,0,33295,4
2726,171,0,1,NA,4,1,1,300,30,155,75,25,2,1,0,33295,1
2727,171,0,1,NA,5,1,1,250,40,170,35,25,2,1,0,33295,1
2728,171,0,1,NA,6,1,1,275,45,170,35,10,2,1,0,33295,4
2729,171,0,1,NA,7,1,1,275,50,120,75,15,3,1,0,33295,1
2730,171,0,1,NA,8,1,1,250,45,170,45,20,2,1,0,33295,1
2731,171,0,1,NA,9,1,1,390,35,140,55,10,1,1,0,33295,4
2732,171,0,1,NA,10,1,1,345,35,140,45,25,3,1,0,33295,4
2733,171,0,1,NA,11,1,1,345,45,120,35,5,1,1,0,33295,4
2735,171,0,1,NA,13,1,1,275,45,140,65,15,2,1,0,33295,4
2737,172,1,0,1,NA,1,1,345,35,130,65,5,0,0,0,28397,4
2738,172,1,0,2,NA,1,1,300,35,140,45,20,0,0,0,28397,1
2739,172,0,1,NA,1,1,1,300,40,170,35,25,2,0,0,28397,4
2741,172,0,1,NA,3,1,1,390,35,140,45,20,1,0,0,28397,4
2742,172,0,1,NA,4,1,1,275,40,140,55,20,1,0,0,28397,1
2743,172,0,1,NA,5,1,1,275,45,130,35,15,3,0,0,28397,1
2744,172,0,1,NA,6,1,1,250,50,140,55,25,1,0,0,28397,1
2745,172,0,1,NA,7,1,1,390,30,130,75,10,2,0,0,28397,1
2746,172,0,1,NA,8,1,1,250,35,155,55,20,2,0,0,28397,1
2747,172,0,1,NA,9,1,1,390,30,130,75,10,1,0,0,28397,1
2748,172,0,1,NA,10,1,1,390,35,140,75,20,1,0,0,28397,1
2749,172,0,1,NA,11,1,1,275,50,155,35,20,1,0,0,28397,4
2751,172,0,1,NA,13,1,1,345,45,130,45,10,1,0,0,28397,4
2760,173,0,1,NA,6,1,1,345,40,130,35,20,1,1,1,60782,4
2761,173,0,1,NA,7,1,1,345,35,130,75,15,2,1,1,60782,4
2762,173,0,1,NA,8,1,1,345,45,120,45,5,1,1,1,60782,4
2765,173,0,1,NA,11,1,1,250,40,155,45,25,1,1,1,60782,1
2766,173,0,1,NA,12,1,1,300,45,155,65,20,3,1,1,60782,1
2767,173,0,1,NA,13,1,1,275,50,120,75,15,3,1,1,60782,1
2768,173,0,1,NA,14,1,1,300,50,130,75,15,1,1,1,60782,4
2785,175,1,0,1,NA,1,1,275,50,140,35,15,0,1,0,61076,4
2786,175,1,0,2,NA,1,1,345,30,140,65,20,0,1,0,61076,4
2787,175,0,1,NA,1,1,1,250,45,170,35,25,2,1,0,61076,4
2788,175,0,1,NA,2,1,1,390,40,130,75,15,1,1,0,61076,4
2789,175,0,1,NA,3,1,1,390,40,120,75,20,3,1,0,61076,1
2791,175,0,1,NA,5,1,1,345,30,155,55,20,3,1,0,61076,1
2792,175,0,1,NA,6,1,1,275,40,170,35,25,3,1,0,61076,1
2794,175,0,1,NA,8,1,1,300,50,130,75,5,2,1,0,61076,4
2795,175,0,1,NA,9,1,1,250,30,170,55,20,3,1,0,61076,1
2796,175,0,1,NA,10,1,1,345,35,170,45,5,2,1,0,61076,1
2797,175,0,1,NA,11,1,1,275,50,155,55,20,1,1,0,61076,4
2798,175,0,1,NA,12,1,1,300,45,140,45,10,3,1,0,61076,4
2799,175,0,1,NA,13,1,1,250,50,120,75,10,2,1,0,61076,1
2800,175,0,1,NA,14,1,1,300,35,170,35,25,2,1,0,61076,1
2801,176,1,0,1,NA,1,1,300,35,155,35,15,0,1,0,29945,1
2802,176,1,0,2,NA,1,1,345,35,170,45,5,0,1,0,29945,1
2803,176,0,1,NA,1,1,1,250,30,140,65,15,1,1,0,29945,1
2804,176,0,1,NA,2,1,1,300,35,155,45,15,3,1,0,29945,4
2805,176,0,1,NA,3,1,1,250,50,140,75,10,3,1,0,29945,4
2806,176,0,1,NA,4,1,1,275,35,140,65,20,3,1,0,29945,1
2807,176,0,1,NA,5,1,1,390,30,130,65,25,1,1,0,29945,1
2808,176,0,1,NA,6,1,1,390,35,130,35,10,1,1,0,29945,4
2810,176,0,1,NA,8,1,1,300,40,155,35,5,2,1,0,29945,4
2811,176,0,1,NA,9,1,1,390,30,120,55,15,1,1,0,29945,1
2812,176,0,1,NA,10,1,1,275,40,170,55,25,2,1,0,29945,1
2813,176,0,1,NA,11,1,1,275,50,155,55,15,2,1,0,29945,4
2814,176,0,1,NA,12,1,1,345,35,120,75,10,2,1,0,29945,1
2815,176,0,1,NA,13,1,1,250,50,120,65,10,1,1,0,29945,1
